370857.9103	193104.3145
370858.1648	193104.1558
370858.4304	193104.0164
370858.7057	193103.8975
370858.9892	193103.7995
370859.2792	193103.723
370859.5741	193103.6685
370859.8723	193103.6362
370860.1721	193103.6263
370860.4717	193103.6389
370916.109	193108.0896
370916.4037	193108.1452
370916.6934	193108.2229
370916.9765	193108.322
370917.2513	193108.442
370917.5164	193108.5823
370917.7703	193108.7421
370918.0115	193108.9204
370918.2386	193109.1162
370918.4504	193109.3286
370918.6457	193109.5563
370918.8234	193109.7979
370918.9825	193110.0522
370919.1221	193110.3177
370919.2413	193110.5928
370919.3397	193110.8761
370919.4165	193111.166
370919.4715	193111.4609
370919.5041	193111.7591
370919.5143	193112.0588
370919.502	193112.3585
370919.5014	193112.3665
370918.3855	193126.2213
370918.3294	193126.516
370918.2515	193126.8056
370918.152	193127.0885
370918.0317	193127.3633
370917.891	193127.6282
370917.7309	193127.8818
370917.5524	193128.1227
370917.3562	193128.3497
370917.1436	193128.5612
370916.9157	193128.7562
370916.6738	193128.9336
370916.4194	193129.0923
370916.1537	193129.2316
370915.8784	193129.3506
370915.595	193129.4486
370915.305	193129.5251
370915.01	193129.5796
370914.7118	193129.6119
370914.4121	193129.6218
370914.1124	193129.6091
370858.7515	193125.1903
370858.4751	193125.1585
370858.1804	193125.1028
370857.8907	193125.0252
370857.6076	193124.9261
370857.3327	193124.8061
370857.0677	193124.6658
370856.8138	193124.506
370856.5726	193124.3277
370856.3455	193124.1318
370856.1337	193123.9195
370855.9384	193123.6919
370855.7607	193123.4502
370855.6017	193123.1959
370855.4621	193122.9304
370855.3428	193122.6553
370855.2444	193122.3719
370855.1676	193122.082
370855.1127	193121.7872
370855.0801	193121.489
370855.0698	193121.1892
370856.3552	193104.9402
370856.3558	193104.9324
370856.3896	193104.6344
370856.4457	193104.3397
370856.5236	193104.0501
370856.623	193103.7672
370856.7434	193103.4924
370856.884	193103.2274
370857.0441	193102.9738
370857.2227	193102.7329
370857.4189	193102.506
370857.6316	193102.2945
370857.8594	193102.0994
370858.1012	193101.9221
370858.3557	193101.7634
370858.6213	193101.624
370858.8966	193101.5051
370859.1802	193101.4071
370859.4702	193101.3306
370859.7651	193101.2761
370860.0632	193101.2438
370860.3631	193101.2339
370860.6627	193101.2466
370916.2999	193105.6972
370916.5947	193105.7528
370916.8844	193105.8305
370917.1675	193105.9296
370917.4423	193106.0496
370917.7074	193106.1899
370917.9613	193106.3497
370918.2024	193106.528
370918.4295	193106.7238
370918.6413	193106.9362
370918.8367	193107.1639
370919.0143	193107.4055
370919.1734	193107.6598
370919.313	193107.9253
370919.4323	193108.2004
370919.5306	193108.4837
370919.6075	193108.7736
370919.6624	193109.0685
370919.695	193109.3667
370919.7053	193109.6664
370919.6929	193109.9662
370919.6924	193109.9741
370918.5764	193123.8289
370918.5203	193124.1236
370918.4424	193124.4132
370918.343	193124.6961
370918.2226	193124.9709
370918.082	193125.2358
370917.9219	193125.4894
370917.7433	193125.7303
370917.5471	193125.9573
370917.3345	193126.1688
370917.1066	193126.3639
370916.8648	193126.5412
370916.6104	193126.7
370916.3447	193126.8392
370916.0694	193126.9582
370915.7859	193127.0562
370915.4959	193127.1327
370915.201	193127.1872
370914.9027	193127.2195
370914.603	193127.2294
370914.3033	193127.2167
370858.9425	193122.7979
370858.6661	193122.7661
370858.3713	193122.7104
370858.0816	193122.6328
370857.7986	193122.5337
370857.5237	193122.4137
370857.2586	193122.2734
370857.0048	193122.1136
370856.7635	193121.9353
370856.5365	193121.7394
370856.3247	193121.5271
370856.1294	193121.2995
370855.9517	193121.0578
370855.7927	193120.8035
370855.6531	193120.538
370855.5337	193120.2629
370855.4354	193119.9796
370855.3585	193119.6896
370855.3037	193119.3948
370855.271	193119.0966
370855.2607	193118.7968
370856.5461	193102.5479
370856.5468	193102.54
370856.5806	193102.242
370856.6366	193101.9473
370856.7145	193101.6577
370856.814	193101.3748
370856.9344	193101.1
370857.075	193100.835
370857.235	193100.5815
370857.4136	193100.3405
370857.6098	193100.1136
370857.8225	193099.9021
370858.0503	193099.707
370858.2922	193099.5297
370858.5467	193099.371
370858.8123	193099.2316
370859.0876	193099.1127
370859.3711	193099.0147
370859.6611	193098.9382
370859.956	193098.8837
370860.2542	193098.8514
370860.554	193098.8415
370860.8536	193098.8542
370916.4909	193103.3048
370916.7856	193103.3605
370917.0753	193103.4381
370917.3585	193103.5372
370917.6333	193103.6572
370917.8983	193103.7975
370918.1523	193103.9573
370918.3934	193104.1356
370918.6205	193104.3315
370918.8323	193104.5438
370919.0276	193104.7715
370919.2053	193105.0131
370919.3644	193105.2674
370919.504	193105.5329
370919.6232	193105.808
370919.7216	193106.0913
370919.7984	193106.3813
370919.8534	193106.6761
370919.886	193106.9743
370919.8962	193107.274
370919.8839	193107.5738
370919.8833	193107.5817
370918.7674	193121.4366
370918.7113	193121.7312
370918.6334	193122.0208
370918.5339	193122.3037
370918.4136	193122.5785
370918.273	193122.8435
370918.1129	193123.097
370917.9343	193123.338
370917.7381	193123.5649
370917.5255	193123.7764
370917.2976	193123.9715
370917.0557	193124.1488
370916.8013	193124.3076
370916.5356	193124.4469
370916.2603	193124.5658
370915.9769	193124.6638
370915.6869	193124.7403
370915.392	193124.7948
370915.0937	193124.8271
370914.794	193124.837
370914.4943	193124.8243
370859.1334	193120.4055
370858.857	193120.3737
370858.5623	193120.318
370858.2726	193120.2404
370857.9895	193120.1413
370857.7146	193120.0213
370857.4496	193119.881
370857.1957	193119.7212
370856.9545	193119.543
370856.7274	193119.347
370856.5156	193119.1347
370856.3204	193118.9071
370856.1426	193118.6654
370855.9836	193118.4111
370855.844	193118.1456
370855.7247	193117.8705
370855.6263	193117.5872
370855.5495	193117.2972
370855.4946	193117.0024
370855.462	193116.7042
370855.4517	193116.4045
370856.7371	193100.1555
370856.7377	193100.1476
370856.7716	193099.8496
370856.8276	193099.5549
370856.9055	193099.2653
370857.0049	193098.9824
370857.1254	193098.7076
370857.2659	193098.4427
370857.426	193098.1891
370857.6046	193097.9482
370857.8008	193097.7212
370858.0135	193097.5097
370858.2413	193097.3146
370858.4832	193097.1373
370858.7376	193096.9786
370859.0032	193096.8393
370859.2786	193096.7203
370859.5621	193096.6223
370859.8521	193096.5458
370860.147	193096.4913
370860.4452	193096.459
370860.745	193096.4492
370861.0446	193096.4618
370916.6819	193100.9124
370916.9766	193100.9681
370917.2663	193101.0457
370917.5494	193101.1448
370917.8242	193101.2648
370918.0893	193101.4051
370918.3432	193101.5649
370918.5843	193101.7432
370918.8114	193101.9391
370919.0233	193102.1514
370919.2186	193102.3791
370919.3962	193102.6207
370919.5554	193102.875
370919.6949	193103.1405
370919.8142	193103.4156
370919.9126	193103.6989
370919.9894	193103.9889
370920.0443	193104.2837
370920.077	193104.5819
370920.0872	193104.8817
370920.0748	193105.1814
370920.0743	193105.1893
370918.9584	193119.0442
370918.9023	193119.3388
370918.8243	193119.6284
370918.7249	193119.9113
370918.6046	193120.1861
370918.4639	193120.4511
370918.3038	193120.7047
370918.1252	193120.9456
370917.929	193121.1725
370917.7165	193121.3841
370917.4885	193121.5791
370917.2467	193121.7564
370916.9923	193121.9152
370916.7266	193122.0545
370916.4513	193122.1734
370916.1679	193122.2714
370915.8779	193122.3479
370915.5829	193122.4024
370915.2847	193122.4347
370914.985	193122.4446
370914.6852	193122.4319
370859.3244	193118.0131
370859.048	193117.9813
370858.7533	193117.9256
370858.4636	193117.848
370858.1805	193117.7489
370857.9056	193117.6289
370857.6405	193117.4886
370857.3867	193117.3289
370857.1455	193117.1506
370856.9184	193116.9547
370856.7066	193116.7423
370856.5113	193116.5147
370856.3336	193116.273
370856.1746	193116.0188
370856.035	193115.7533
370855.9157	193115.4781
370855.8173	193115.1948
370855.7404	193114.9049
370855.6856	193114.61
370855.653	193114.3118
370855.6426	193114.0121
370856.9281	193097.7631
370856.9287	193097.7552
370856.9625	193097.4572
370857.0185	193097.1625
370857.0964	193096.8729
370857.1959	193096.59
370857.3163	193096.3152
370857.4569	193096.0503
370857.617	193095.7967
370857.7956	193095.5558
370857.9918	193095.3288
370858.2044	193095.1173
370858.4323	193094.9223
370858.6741	193094.7449
370858.9286	193094.5862
370859.1942	193094.4469
370859.4695	193094.3279
370859.753	193094.2299
370860.043	193094.1534
370860.338	193094.0989
370860.6361	193094.0666
370860.9359	193094.0568
370861.2355	193094.0694
370916.8728	193098.52
370917.1675	193098.5757
370917.4572	193098.6533
370917.7404	193098.7524
370918.0152	193098.8724
370918.2803	193099.0127
370918.5342	193099.1725
370918.7753	193099.3509
370919.0024	193099.5467
370919.2142	193099.759
370919.4095	193099.9868
370919.5872	193100.2283
370919.7463	193100.4826
370919.8859	193100.7481
370920.0051	193101.0232
370920.1035	193101.3066
370920.1803	193101.5965
370920.2353	193101.8914
370920.2679	193102.1895
370920.2781	193102.4893
370920.2658	193102.789
370920.2652	193102.7969
370919.1493	193116.6518
370919.0932	193116.9464
370919.0153	193117.236
370918.9159	193117.5189
370918.7955	193117.7937
370918.6549	193118.0587
370918.4948	193118.3123
370918.3162	193118.5532
370918.12	193118.7801
370917.9074	193118.9917
370917.6795	193119.1867
370917.4376	193119.364
370917.1833	193119.5228
370916.9175	193119.6621
370916.6422	193119.781
370916.3588	193119.879
370916.0688	193119.9555
370915.7739	193120.01
370915.4756	193120.0423
370915.1759	193120.0522
370914.8762	193120.0395
370859.5154	193115.6207
370859.2389	193115.5889
370858.9442	193115.5333
370858.6545	193115.4556
370858.3715	193115.3565
370858.0966	193115.2365
370857.8315	193115.0962
370857.5777	193114.9365
370857.3364	193114.7582
370857.1094	193114.5623
370856.8975	193114.3499
370856.7023	193114.1223
370856.5246	193113.8806
370856.3655	193113.6264
370856.226	193113.3609
370856.1066	193113.0857
370856.0082	193112.8024
370855.9314	193112.5125
370855.8766	193112.2176
370855.8439	193111.9194
370855.8336	193111.6197
370857.119	193095.3707
370857.1197	193095.3628
370857.1535	193095.0648
370857.2095	193094.7701
370857.2874	193094.4805
370857.3869	193094.1976
370857.5073	193093.9228
370857.6478	193093.6579
370857.8079	193093.4043
370857.9865	193093.1634
370858.1827	193092.9364
370858.3954	193092.7249
370858.6232	193092.5299
370858.8651	193092.3525
370859.1195	193092.1938
370859.3852	193092.0545
370859.6605	193091.9355
370859.944	193091.8375
370860.234	193091.7611
370860.5289	193091.7065
370860.8271	193091.6742
370861.1269	193091.6644
370861.4265	193091.677
370917.0638	193096.1276
370917.3585	193096.1833
370917.6482	193096.2609
370917.9313	193096.36
370918.2061	193096.48
370918.4712	193096.6203
370918.7251	193096.7801
370918.9662	193096.9585
370919.1933	193097.1543
370919.4052	193097.3667
370919.6005	193097.5944
370919.7781	193097.8359
370919.9373	193098.0902
370920.0769	193098.3557
370920.1961	193098.6308
370920.2945	193098.9142
370920.3713	193099.2041
370920.4263	193099.499
370920.4589	193099.7971
370920.4691	193100.0969
370920.4568	193100.3966
370920.4562	193100.4045
370919.3403	193114.2594
370919.2842	193114.554
370919.2063	193114.8436
370919.1068	193115.1266
370918.9865	193115.4013
370918.8458	193115.6663
370918.6857	193115.9199
370918.5071	193116.1608
370918.311	193116.3877
370918.0984	193116.5993
370917.8704	193116.7943
370917.6286	193116.9716
370917.3742	193117.1304
370917.1085	193117.2697
370916.8332	193117.3886
370916.5498	193117.4867
370916.2598	193117.5631
370915.9648	193117.6176
370915.6666	193117.6499
370915.3669	193117.6598
370915.0672	193117.6472
370859.7063	193113.2283
370859.4299	193113.1966
370859.1352	193113.1409
370858.8455	193113.0632
370858.5624	193112.9642
370858.2875	193112.8441
370858.0224	193112.7038
370857.7686	193112.5441
370857.5274	193112.3658
370857.3003	193112.1699
370857.0885	193111.9575
370856.8932	193111.7299
370856.7155	193111.4882
370856.5565	193111.234
370856.4169	193110.9685
370856.2976	193110.6933
370856.1992	193110.41
370856.1224	193110.1201
370856.0675	193109.8252
370856.0349	193109.527
370856.0246	193109.2273
370857.31	193092.9783
370857.3106	193092.9704
370857.3444	193092.6724
370857.4004	193092.3777
370857.4784	193092.0881
370857.5778	193091.8052
370857.6982	193091.5305
370857.8388	193091.2655
370857.9989	193091.0119
370858.1775	193090.771
370858.3737	193090.544
370858.5863	193090.3325
370858.8142	193090.1375
370859.056	193089.9601
370859.3105	193089.8014
